code,kind,name_en,name_ar,summary,pdf_link,estimated_cost,estimated_time,required_documents,step_by_step_guide,issuing_authorities,notes,estimated_cost_ar,estimated_time_ar,required_documents_ar,step_by_step_guide_ar,issuing_authorities_ar,notes_ar
REG-030,regulation,Technical Regulation for Electrical Batteries,اللائحة الفنية للبطاريات الكهربائية,"This SASO Technical Regulation for Electrical Batteries (Regulation ID: م.إ-١٦٦-١٨-٠٤-٠٢, First Edition Amendment 1, published December 2018, amended November 2022) establishes mandatory health, safety, labeling, and conformity assessment requirements for all electrical batteries sold in Saudi Arabia under HS codes 8506 (primary cells and batteries) and 8507 (primary and secondary cells and batteries). The regulation covers automotive batteries and portable batteries (button cells ≤1kg), excluding batteries used in military, medical equipment, and space applications. Suppliers must meet technical requirements on product identification, battery classification, electrical characteristics (polarity marking), mechanical properties (vibration resistance, packaging), and chemical restrictions (mercury ≤0.0005% and cadmium ≤0.002% by weight, with limited exceptions). Conformity assessment follows Type 3 per ISO/IEC 17067, requiring suppliers to obtain a conformity certificate from a SASO-accepted third-party body through evaluation and approval of a Product Safety Management System (PSMS), with periodic surveillance every 3 years. Suppliers must also issue a Supplier Declaration of Conformity and maintain technical documentation for 10 years. The regulation references 71 Saudi/international standards across battery types. Non-compliance results in product withdrawal, recall, certificate cancellation, and penalties under the Commercial Fraud Law.

---",,,,,,,,,,,,,
REG-031,regulation,Technical Regulation for Electromagnetic Compatibility,اللائحة الفنية للتوافق الكهرومغناطيسي,"This regulation establishes mandatory electromagnetic compatibility (EMC) requirements for electrical and electronic equipment (apparatus and fixed installations) placed on the Saudi market. It covers a broad range of products including household appliances, industrial equipment, lighting, switchgear, metering devices, vehicles, and measurement instruments, as defined by 46 HS code headings. Excluded are radio/telecom terminal equipment, aviation equipment, amateur radio equipment, medical devices, equipment incapable of generating/being affected by EMC disturbance, and electronic evaluation boards for R&D. Suppliers must ensure equipment does not exceed emission limits affecting other devices and has adequate immunity. Conformity is demonstrated through supplier self-declaration (SDoC) supported by an internal production control technical file, without mandatory third-party certification. The regulation was approved on 28 September 2023 and published on 17 November 2023, with mandatory application within 180 days and a 365-day market correction period.

---",,,,,,,,,,,,,
REG-032,regulation,Technical Regulation for Restriction of Hazardous Substances in Electrical and Electronic Equipment,اللائحة الفنية للحد من المواد الخطرة في الأجهزة والمعدات الكهربائية والإلكترونية,"This Saudi technical regulation (Second Edition, approved June 2022) establishes mandatory restrictions on hazardous substances in electrical and electronic equipment (EEE) and their spare parts placed on the Saudi market, whether locally manufactured or imported. It covers six product categories: household appliances, ICT equipment, lighting equipment, electrical/electronic tools and equipment, toys/leisure/sports equipment, and monitoring and control instruments. The regulation sets maximum concentration limits for six hazardous substances (Lead, Mercury, Cadmium, Hexavalent Chromium, PBB, PBDE) in homogeneous materials, with specific exemptions detailed in Annexes 1-أ and 1-ب. Conformity assessment requires a Type 1a certificate (per ISO/IEC 17067) from an SASO-accepted body, or a Supplier Declaration of Conformity when the manufacturer or legal representative supplies directly. Products must be accompanied by a technical file including risk assessment and operating instructions. The regulation references 13 SASO/IEC standards for testing and documentation. Non-compliance may result in product withdrawal, recall, certificate cancellation, and penalties under Saudi commercial fraud laws.

---",,,,,,,,,,,,,
REG-033,regulation,Technical Regulation for Escalators and Moving Walks,اللائحة الفنية للسلالم والممرات المتحركة,"This technical regulation establishes mandatory safety and performance requirements for escalators and moving walks and their accessories in Saudi Arabia, approved by SASO Board Meeting No. 184 (31/03/2022) and published in the Official Gazette on 20/05/2022. The regulation covers mechanical, electrical, safety, control, and braking systems and references 11 Saudi standards based on EN 115, ISO 14798, ISO 9589, ISO 25740, ISO 25745, ISO 22199, ISO 22200, EN 13015, and ISO 13850. Conformity assessment requires Type 1a (Type Approval) from an SASO-accepted body, plus an inspection certificate from an ISO 17020-accredited inspection body before commissioning, and annual periodic inspections. Suppliers must maintain a technical file and provide a Supplier Declaration of Conformity. Obligations are defined separately for suppliers, operating entities, maintenance entities, and inspection bodies. Products bearing the Saudi Quality Mark or equivalent are deemed compliant. Transitional period: regulations apply within 180 days of publication, with a 365-day grace period for suppliers to rectify market compliance.

---",,,,,,,,,,,,,
REG-034,regulation,Technical Regulation for Tanks - Part 3: Dry Gas Transport Tanks,اللائحة الفنية للصهاريج – الجزء ٣: صهاريج نقل الغاز الجاف,"This regulation establishes mandatory requirements for dry gas transport tanks (both compressed natural gas CNG and liquefied natural gas LNG) in Saudi Arabia. It covers design, manufacturing, inspection, and testing requirements referencing 15 international and regional standards. Suppliers must obtain conformity certificates from SASO-accepted third-party bodies per Type 1a of ISO/IEC 17067, and tanks must undergo pre-service and annual periodic inspections. Manufacturers must hold ISO 9001 quality management certification and be registered with SASO. The regulation applies to freight vehicles (HS 8704) and tank trailers/semi-trailers (HS 8716). A 180-day implementation period applies from official gazette publication, with a 365-day grace period for tanks already in service.

---",,,,,,,,,,,,,
REG-035,regulation,Technical Regulation for Tankers – Part 2: LPG Transport Tankers,اللائحة الفنية للصهاريج – الجزء الثاني: صهاريج نقل الغاز البترولي المسال,"This technical regulation issued by SASO (approved January 2022, published March 2022) establishes mandatory requirements for LPG (Liquefied Petroleum Gas) transport tankers in Saudi Arabia, covering trucks (HS 8704) and trailers/semi-trailers (HS 8716). It specifies design, manufacturing, inspection, and testing requirements per seven referenced SASO/EN standards. Conformity assessment follows Type 1a (Type Approval) per ISO/IEC 17067, conducted by SASO-accepted bodies. Tankers must undergo pre-service inspection and annual periodic inspections. Manufacturers must be registered with SASO, maintain an effective quality management system, and issue conformity certificates. Non-compliant products are subject to market withdrawal, recall, and penalties under Saudi commercial fraud regulations.

---",,,,,,,,,,,,,
REG-036,regulation,,اللائحة الفنية الخليجية للعب الأطفال,"This is the second edition (BD131704-01) of the Gulf Technical Regulation for Children's Toys, replacing the first edition BD07070502 dated 27/11/2007, effective from 1 January 2014. It applies to all products designed or intended for play by children under 14 years of age, sold in GCC member states. The regulation establishes mandatory essential safety requirements covering physical/mechanical properties, flammability, chemical properties (including CMR substance prohibitions, element migration limits, allergenic fragrance restrictions, phthalate restrictions, and nitrosamine prohibitions), electrical properties, hygiene, and radioactivity. Economic operators (manufacturers, authorized representatives, importers, distributors) have defined responsibilities. Conformity assessment follows either a manufacturer self-declaration path (with optional Type Examination by an Accepted Body) or an importer third-party verification path (individual or statistical testing by an Accepted Body). Products must bear the Gulf Conformity Mark. Annex 8 contains an extensive list of CMR substances prohibited or restricted in toys. The regulation references GSO 1943 for cosmetic toy kits.

---",,,,,,,,,,,,,
REG-037,regulation,Technical Regulation for Adhesives and Glues,اللائحة الفنية للغراء والمواد اللاصقة,"This technical regulation covers all adhesive products and glues in the form of tapes, liquids, powders, or pastes placed on the Saudi market. It excludes construction adhesives (covered by building materials regulations) and medical/food adhesives (regulated by SFDA). The regulation establishes basic safety, environmental, metrological, and packaging requirements. Suppliers must ensure products comply with the referenced Saudi standards listed in Annex 1. Conformity assessment is mandatory: Type 3 (production process assessment with certified product safety management system) for liquid and hot-melt adhesives; Type 1a (Type Approval) for all other covered products. Both procedures require certification by a SASO-accepted conformity assessment body. A Supplier Declaration of Conformity must accompany all products. Labelling must be in Arabic. Non-compliant products are subject to withdrawal, recall, and penalties under the anti-commercial fraud law. The regulation entered into force 180 days after publication in the Official Gazette (published 17/12/2021), with a 365-day correction period for existing market products.

---",,,,,,,,,,,,,
REG-038,regulation,Technical Regulation for General Safety Requirements of Machinery,اللائحة الفنية للمتطلبات العامة لسلامة الآلات,"This regulation establishes mandatory general safety requirements for machinery sold in Saudi Arabia, covering: (a) Machinery, (b) Interchangeable equipment, (c) Safety components, (d) Lifting accessories, (e) Chains, ropes and straps, (f) Removable mechanical transmission devices, and (g) Partly completed machinery. It applies to a broad range of industrial machinery under HS chapters 8419-8515 and 9022. Suppliers must conduct risk assessments, design machinery to meet essential health and safety requirements (detailed in Annex 2), obtain Type 1a conformity assessment from SASO-accepted bodies, and maintain technical documentation. The regulation references over 569 Saudi/GSO/ISO/IEC/EN standards. Excluded products include amusement park equipment, nuclear machinery, certain transport vehicles, medical devices, and machinery covered under other specific SASO technical regulations. Compliance period is 180 days from official gazette publication with a 365-day grace period for market correction.

---",,,,,,,,,,,,,
REG-039,regulation,Technical Regulation for Watercrafts,اللائحة الفنية للمراكب المائية,"This SASO Technical Regulation for Watercrafts (approved April 2023, published May 2023) establishes mandatory safety, environmental and conformity requirements for recreational watercraft (hull length 2.5-24m), personal watercraft (jet skis), watercraft components (ignition protection equipment, steering systems, fuel tanks/hoses, hatches, navigation lights), and propulsion engines placed on the Saudi market. It covers design and construction requirements (design categories A-D, identification, stability, buoyancy, structural integrity, fire protection, electrical systems, fuel systems, gas systems, waste discharge), exhaust emission limits for propulsion engines (CO, HC, NOx, particulates by engine type and power), and noise emission limits. Two conformity assessment models apply: Type 1a (type approval by accepted body) for most product categories, and Type 3 (production process quality system assessment with periodic surveillance) for larger design A/B craft (12-24m). All products require a certificate of conformity from an accepted body, a supplier declaration of conformity, risk assessment, and owner's manual in Arabic. Vessels with Saudi Quality Mark are deemed compliant. Enforcement is through regulatory authorities at customs and market surveillance authorities in the market.

---",,,,,,,,,,,,,
REG-040,regulation,Technical Regulation for Electric Vehicles,اللائحة الفنية للمركبات الكهربائية,"This is Version 3 of the Saudi SASO Technical Regulation for Electric Vehicles (م.إ-١٦٢-١٧-٠٤-٠٣), approved by the SASO Board of Directors on 03/10/2024 and published in the Official Gazette on 03/01/2025. It applies to Battery Electric Vehicles (BEV) and Plug-in Hybrid Electric Vehicles (PHEV) of categories M (passenger) and N (freight) with design speeds exceeding 25 km/h. The regulation sets mandatory safety, performance, and conformity assessment requirements. Key requirements include electrical shock protection, REESS safety, crash resistance, minimum 200 km electric range, and mandatory use of Type 2 (AC) or CCS2 (DC) charging connectors only. Suppliers must obtain a Type 1a Certificate of Conformity from SASO or an SASO-accepted CAB, maintain a technical file, and provide a Supplier Declaration of Conformity. The regulation references over 200 Saudi, GCC, international (IEC, ISO, UNECE, SAE, FMVSS, CISPR) standards. Implementation period is 180 days from publication with a 365-day transition period for market compliance.

---",,,,,,,,,,,,,
REG-041,regulation,Technical Regulation for Used Imported Vehicles,اللائحة الفنية للمركبات المستوردة المستعملة,"This technical regulation governs the importation of used motor vehicles (light and heavy) into Saudi Arabia under HS heading 8700. It establishes mandatory basic requirements and conformity assessment procedures that importers must fulfill before supplying vehicles to the Saudi market. Key requirements include compliance with Saudi standards for vehicle safety, dimensions, VIN integrity, fuel economy, tyres, brakes, lighting, and emissions. Prohibited vehicles include salvage, taxi/police, school transport, right-hand drive, armored (non-military), and gas-to-petrol/diesel converted vehicles. Electric vehicles are excluded. Conformity is assessed through physical inspection by an SASO-accepted inspection body using a standardized checklist (Annex 2), resulting in a certificate of inspection. Additional modern safety systems (ABS, ESC, OBD, airbags, TPMS, BOS) are mandatory for model year 2018 and above. The regulation was approved in January 2021 and amended with Amendment 1 published in June 2023.

---",,,,,,,,,,,,,
REG-042,regulation,,اللائحة الفنية للمركبات المعدلة والطرازات ذات الإنتاج المحدود,"This technical regulation (م.إ-١٦٦-١٨-٠٤-٠٣), approved by SASO Board Resolution 166 on 13 September 2018, establishes mandatory requirements for: (1) modified light vehicles (new or used, GVW ≤ 3500 kg), (2) limited production model vehicles, and (3) vehicles under exceptional conditions. It covers technical requirements for modified components (engine, transmission, exhaust, fuel system, brakes, steering, tyres, entertainment systems, chassis), emissions and noise compliance, and conformity assessment. Conformity must be demonstrated through inspection by an SASO-accepted ISO 17020-accredited inspection body, supplemented by a supplier declaration of conformity and a complete technical file. Motorcycles, trailers, semi-trailers, mobile homes, and military/security vehicles are excluded. No HS code annex is included in this regulation.

---",,,,,,,,,,,,,
REG-043,regulation,Technical Regulation for Hydrogen Vehicles,اللائحة الفنية للمركبات الهيدروجينية,"The Technical Regulation for Hydrogen Vehicles (issued by SASO, approved January 2022, published March 2022) establishes mandatory safety and performance requirements for hydrogen-powered vehicles (categories M and N) and their hydrogen components and systems sold in Saudi Arabia. The regulation covers vehicles using hydrogen as fuel, their hydrogen components (tanks, valves, regulators, heat exchangers, hoses, sensors), and hydrogen systems including new forms of hydrogen storage or use. Suppliers (manufacturers/importers) must obtain Type Approval (اعتماد الطراز) from an SASO-accepted conformity assessment body following a Type 1a procedure per ISO/IEC 17067, submit a Supplier Declaration of Conformity, and maintain a technical file with test reports, risk assessment, and applicable standards list. Vehicles must also comply with the Technical Regulation for Electric Vehicles. The regulation references 79 standards covering hydrogen systems, vehicle safety, tyres, braking, glazing, and electrical systems. The HS code annex lists only code 8702 (vehicles for 10+ persons), though the regulation scope explicitly covers M and N category vehicles. Transitional period: 180 days for application from official gazette publication, 365 days for suppliers to correct market status.

---",,,,,,,,,,,,,
REG-044,regulation,,اللائحة الفنية للمركبات ذاتية القيادة,"This regulation establishes mandatory safety requirements for fully autonomous vehicles (SAE L4/L5) of vehicle categories M (passenger) and N (goods) operating in Saudi Arabia, whether locally manufactured or imported. It covers three use cases: point-to-point autonomous vehicles, hub-to-hub autonomous vehicles, and automated valet parking. The regulation requires compliance with an extensive set of basic requirements covering traffic scenario handling, ADS safety concept validation, Safety Management System audits, cybersecurity (UN-R 155), software update management (UN-R 156), minimum risk maneuvers, human-machine interaction, and event data recording. Conformity assessment follows Type 1a model requiring manufacturer self-declaration plus type approval by an SASO-accepted body. The type approval body must review technical documentation, audit the SMS, and witness/conduct physical and road tests. Annex 3 provides specific exceptions and adaptations to traditional vehicle standards (such as crash tests, braking, steering, EMC) for the different sub-types of autonomous vehicles. Annual in-service safety reports are mandatory. The regulation applies within 180 days of official gazette publication.

---",,,,,,,,,,,,,
REG-045,regulation,Technical Regulation for Electric Lifts Used in Buildings and Facilities,اللائحة الفنية للمصاعد الكهربائية المستخدمة في المباني والمنشآت,"This technical regulation governs electric lifts used in buildings and facilities in Saudi Arabia (HS 84281000), including their safety components. It establishes mandatory health and safety requirements covering car design, shaft construction, suspension means, machinery, control systems, doors, and electrical safety. Suppliers must obtain a conformity certificate via Type 3 assessment per ISO/IEC 17067 (type approval + product safety management system) from a SASO-accepted CAB. Installed lifts must be inspected by a SASO-accepted inspection body (accredited per ISO/IEC 17020) before commissioning and annually thereafter, registered with the competent authority (Municipalities/Civil Defense), and maintained under a maintenance contract. Buildings over 23m must have at least one firefighter lift. The regulation assigns obligations to suppliers, inspection bodies, maintenance companies, owners, competent authorities, regulatory bodies, and market surveillance authorities. Non-compliance may result in product withdrawal, fines under commercial fraud laws, and removal from service.

---",,,,,,,,,,,,,
REG-046,regulation,Technical Regulation for Degradable Plastic Products,اللائحة الفنية للمنتجات البلاستيكية القابلة للتحلل,"This SASO technical regulation, published on 14/10/2016, establishes mandatory environmental requirements for polyethylene and polypropylene plastic products intended for short-term use (e.g., carrier bags, packaging films, disposable personal care products, agricultural films) as listed in Annex 1. All covered products must be OXO-biodegradable (degradable by oxidation then biologically) in accordance with the standards listed in Annex 2, primarily SASO 2879. Products must obtain a SASO logo usage license (valid 1 year, renewable) through a Type 1a conformity assessment procedure per ISO/IEC 17067. The manufacturer must hold an ISO 14001 environmental management certificate, submit test reports from an ISO/IEC 17025-accredited registered laboratory, and provide a supplier declaration of conformity. The logo must be affixed on all licensed products. Medical and food industry plastics are excluded. Market surveillance authorities and regulatory bodies are empowered to conduct random sampling and testing, and to withdraw non-compliant products. Penalties follow the Commercial Fraud Law.

---",,,,,,,,,,,,,
REG-047,regulation,Technical Regulation for Textile Products,اللائحة الفنية لمنتجات النسيجية,"This is the Second Edition of the SASO Technical Regulation for Textile Products (Regulation ID: م.أ-١٦٤-١٨-٠٥-٠٢), approved by SASO Board of Directors in Meeting No. 195 on 15/06/1445H (28/12/2023) and published in the Official Gazette on 30/06/1445H (12/01/2024). It applies to all yarn and textile products offered in Saudi Arabian markets containing at least 80% by weight of textile fibers, covering 14 HS code ranges from chapters 50-63. Key requirements include mandatory Arabic-language labeling with fiber composition (names and percentages in descending weight order), country of origin, supplier details, care/washing symbols, and recycling instructions. Safety requirements address pH levels, color fastness, hazardous chemicals (formaldehyde, heavy metals, carcinogenic amines, phthalates, etc.), accessories safety (buttons, cords in children's clothing), fire retardancy, and filling material contamination. Two conformity assessment tracks apply: Type 3 per ISO/IEC 17067 (production quality assurance with CAB surveillance) for children's textiles under 36 months and underwear/innerwear; Type 1a per ISO/IEC 17067 (type approval) for all other textile products. Suppliers must maintain technical files and conformity documents for 10 years. Manufacturers must have an effective environmental management system (ISO 14001 accepted). The regulation excludes medical-purpose products (under SFDA) and footwear (under footwear regulation). Transitional period: regulation applies within 180 days of Official Gazette publication, with a 365-day grace period for suppliers to correct market compliance.

---",,,,,,,,,,,,,
REG-048,regulation,Technical Regulation for Detergents,اللائحة الفنية للمنظفات,"This technical regulation (م.أ-١٥٥-١٦-٠٣-٠٢), first issued in 2016 and amended in 2024, establishes mandatory requirements for detergents, surfactants, and soaps placed on the Saudi market. It covers products under HS headings 2828, 2836, 32.04, 34.01, 34.02, and 38.09, excluding air fresheners. Suppliers must ensure products comply with 27 referenced Saudi/GSO standards, maintain complete MSDS documentation with ingredient weight breakdowns, and meet labeling, packaging, and metrological requirements. Conformity assessment follows Type 3 per ISO/IEC 17067, requiring certification by a SASO-accepted body through product safety management system evaluation and periodic factory surveillance. Suppliers must also issue a Declaration of Conformity and maintain technical files for at least 10 years. Non-compliant products are subject to withdrawal, recall, and penalties under the Commercial Fraud Law.

---",,,,,,,,,,,,,
REG-049,regulation,Technical Regulation for Paper and Cardboard,اللائحة الفنية للورق والكرتون,"This Saudi technical regulation (First Edition, Amendment 1) establishes mandatory requirements for paper and cardboard products placed on the Saudi market, including graphic paper (printing, writing, newsprint), packaging paper and cardboard, kraft paper, paperboard, tissue/sanitary paper, industrial paper, and paper pulp. Excluded are food-contact paper products, wallpaper, wet wipes, perfumed tissues, and cosmetic wipes governed by other regulations. The regulation covers technical, environmental, chemical safety, metrology, and packaging requirements. It mandates two different conformity assessment procedures: Type 3 (per ISO/IEC 17067) based on product safety management system evaluation for sanitary paper products, and Type 1A (Type Approval per ISO/IEC 17067) for all other covered products. Both require certification from a SASO-accepted conformity assessment body. A comprehensive technical file including supplier declaration, risk assessment, origin certificate, test reports, and applicable standards list must accompany products. Products with the Saudi Quality Mark are deemed compliant. Market surveillance authorities and regulatory bodies have authority to sample, test, and withdraw non-compliant products.

---",,,,,,,,,,,,,
REG-050,regulation,Technical Regulation for Standby and Off Mode Requirements in Electrical and Electronic Equipment,اللائحة الفنية لمتطلبات وضع الاستعداد والسكون في الأجهزة الكهربائية والإلكترونية,"This SASO technical regulation establishes mandatory standby and off-mode power consumption requirements for electrical and electronic equipment sold in Saudi Arabia, including clothes dryers (HS 8421), dishwashers (HS 8422), washing machines (HS 8450), microwave/electric ovens (HS 8516), and televisions/electronic displays (HS 8528). Effective from 01/07/2024. The regulation sets maximum power limits for off-mode (0.5W), standby (0.5W–1W), and networked standby (2W) modes, and mandates power management functionality enabled by default. Conformity assessment is based on supplier self-declaration with internal production control (Type A), referencing EN 50564 and EN 50643. Suppliers must prepare a technical file with test reports and retain documentation for 10 years. Regulatory authorities may conduct random sampling for market surveillance.

---",,,,,,,,,,,,,
REG-051,regulation,Technical Regulation for Pressure Equipment,اللائحة الفنية لمعدات الضغط,"This Saudi Technical Regulation for Pressure Equipment (issued by SASO Board Resolution No. 187, dated 06/10/2022, published 16/12/2022) establishes mandatory safety and conformity assessment requirements for pressure equipment with maximum allowable pressure (PS) greater than 0.5 bar. Covered products include pressure vessels, piping, safety accessories, pressure accessories, and assemblies (HS codes: 7311, 7419, 7613, 8402, 8403, 8404, 8414, 8468, 8481). Equipment is classified into four hazard categories (I-IV) based on pressure, volume/nominal diameter, and fluid group (hazardous vs. non-hazardous). Categories I-II require Type 1a conformity assessment (type approval) from an accepted body; Categories III-IV require Type 3 (type approval plus production quality system assessment with periodic surveillance). Category I products supplied by the manufacturer/legal representative may use Supplier Declaration of Conformity only. Essential safety requirements in Annex 2 cover design for adequate strength, material selection, manufacturing procedures, permanent joints, non-destructive testing, final inspection including hydrostatic testing, safety accessories, and operating instructions. The regulation references 194 standards (Annex 1-A) covering valves, boilers, pressure vessels, piping, materials, and flanges. Labeling must be in Arabic and include manufacturer identification, year of manufacture, and permissible limits. The regulation entered into force within 180 days of publication, with a 365-day transition period for market correction.

---",,,,,,,,,,,,,
REG-052,regulation,Technical Regulation for Special-Use Vehicle Equipment and Accessories,اللائحة الفنية لمعدات وتجهيزات المركبات ذات الاستخدام الخاص,"This technical regulation governs equipment and accessories for special-use vehicles in Saudi Arabia (HS code 8705), primarily covering towing and transport trucks (car carriers/السطحات). It mandates compliance with SASO 2971, conformity certification via Type 1-a (ISO/IEC 17067) from SASO or an authorized body, periodic inspections every 3 years, and a Supplier Declaration of Conformity. Towing trucks with Gulf conformity certificates from model year 2025 are deemed compliant. The regulation was approved on 27/06/2024 and published in the Official Gazette on 23/08/2024, with an 180-day implementation period and a 365-day grace period for existing in-service equipment.

---",,,,,,,,,,,,,
REG-053,regulation,Technical Regulation for Personal Protective Equipment and Clothing,اللائحة الفنية لمعدات وملابس الوقاية الشخصية,"اللائحة الفنية لمعدات وملابس الوقاية الشخصية (م.إ-١٦٥-١٨-٠٤-٠٤) صادرة عن الهيئة السعودية للمواصفات والمقاييس والجودة، اعتُمدت عام 2018م مع تعديل ثانٍ نُشر في 2023م. تغطي اللائحة طيفاً واسعاً من معدات وملابس الوقاية الشخصية المُعدّة لحماية صحة وسلامة المستخدمين من المخاطر المحتملة، وتستثني المعدات الطبية والعسكرية. تشترط اللائحة مطابقة المنتجات للمتطلبات الأساسية للصحة والسلامة الواردة في الملحق (٢) واستيفاء متطلبات 178 مواصفة قياسية دولية ومحلية. يجب على الموردين الحصول على شهادة مطابقة من جهة مقبولة وفقاً لنموذج تقويم المطابقة (Type 3) وفق ISO/IEC 17067، القائم على تقويم عملية الإنتاج ونظام إدارة سلامة المنتج، مع مراقبة دورية لمدة ثلاث سنوات. تُطبق اللائحة خلال 180 يوماً من النشر مع مهلة تصحيح 365 يوماً للموردين.

---",,,,,,,,,,,,,
REG-054,regulation,Technical Regulation for Building Materials Part 1: Metal Sections and Their Alloys for Construction and Buildings,اللائحة الفنية لمواد البناء الجزء الأول: قطاعات المعادن وسبائكها للإنشاءات والمباني,"This technical regulation (م.إ-١٥٦-١٦-٠٤-٠١, Second Edition Amendment 1, published 2022) covers metal sections and their alloys designed for construction and building works in Saudi Arabia, including carbon steel bars, structural steel shapes, stainless steel, hollow sections, aluminum and aluminum alloy products, and related products across 34 HS code categories (7208-9406). Suppliers must ensure products meet basic requirements for mechanical resistance, fire safety, and sustainable resource use as specified in the referenced SASO/ASTM and SASO/ISO standards listed in Annex 1. Conformity assessment follows two paths: (1) reinforcement steel and flat steel products require the Saudi Quality Mark; (2) all other products require Type 3 conformity assessment per ISO/IEC 17067 through an accepted body, including Product Safety Management System certification, factory audits, and periodic surveillance. Products must comply with Saudi Building Code requirements in addition to this regulation. Violations are subject to penalties under the commercial fraud regulations.

---",,,,,,,,,,,,,
REG-055,regulation,"Technical Regulation for Building Materials - Part Five: Pipes Used in Water, Electricity, and Gas Networks",اللائحة الفنية لمواد البناء الجزء الخامس: الأنابيب المستخدمة في شبكات تمديدات المياه والكهرباء والغاز,"This regulation (م.إ-171-19-06-02) establishes mandatory requirements for pipes used in water (hot, cold, sewage), electricity, and gas network installations in buildings and structures in Saudi Arabia, including pipe fittings and accessories. It covers plastic pipes (PE, PP, PVC, CPVC, PEX, etc.), metallic pipes (ductile iron, cast iron, stainless steel, galvanized steel), copper pipes, aluminum pipes, and electrical conduit pipes. Excluded are fire suppression water pipes. Pipes must meet basic requirements for structural suitability, fire safety, health and environment, safety in use, and energy efficiency. Conformity assessment follows Type 3 per ISO/IEC 17067, requiring certification of a Product Safety Management System by a SASO-accepted body with 3-year periodic surveillance. A Supplier Declaration of Conformity must accompany products. Products with the Saudi Quality Mark are deemed compliant. The regulation references 106 technical standards (SASO-ISO, SASO-ASTM, SASO-IEC, SASO-EN series). Non-compliance is subject to penalties under the Commercial Fraud Law.

---",,,,,,,,,,,,,
REG-056,regulation,"Technical Regulation for Building Materials - Part Four: Bricks, Tiles, Ceramics, Sanitary Ware and Related Products",اللائحة الفنية لمواد البناء - الجزء الرابع: الطوب والبلاط والسيراميك والأدوات الصحية والمنتجات ذات العلاقة,"This regulation (Regulation ID: م.إ-١٦١-١٧-٠٧-٠٣, Second Edition - Amendment 1) establishes mandatory technical requirements for building materials including ceramic tiles, clay tiles (roofing/pitched), natural and artificial stone, marble, sanitary ware (ceramic and non-ceramic), and related products (bricks, flooring tiles of various compositions) intended for use in construction and buildings. It excludes cement tiles and cement bricks. Products must meet seven basic requirements: mechanical resistance, fire safety, sustainable resource use, health/safety/environment, safety in use, noise protection, and energy efficiency. Ceramic tiles require the Saudi Quality Mark or equivalent; all other covered products require Type 3 conformity assessment (per ISO/IEC 17067) by an accepted third-party body, involving product safety management system evaluation and periodic surveillance. Suppliers must maintain a technical file including a Supplier Declaration of Conformity, risk assessment, and country of origin documentation for at least 10 years. The regulation was approved in 2018 and published in 2019, with Amendment 1 published in January 2022, and applies within 180 days of publication in the official gazette.

---",,,,,,,,,,,,,
REG-057,regulation,Technical Regulation for Building Materials - Part Three: Hydraulic Binders and Related Products,اللائحة الفنية لمواد البناء الجزء الثالث: الروابط الهيدروليكية والمنتجات ذات العلاقة,"This regulation establishes mandatory technical requirements for hydraulic binders and related building materials including cement, lime, gypsum, ready-mixed concrete, mortars, masonry units, aggregates, and chemical admixtures intended for use in construction. Products must meet fundamental requirements for mechanical resistance, fire safety, sustainable resource use, health/safety/environment protection, safe use, noise protection, and energy efficiency. For cement and ready-mixed concrete, suppliers must obtain the Saudi Quality Mark (علامة الجودة السعودية) through a Type 5 certification scheme per ISO/IEC TR 17026. For all other covered products, a Type 3 conformity assessment certificate from an accepted third-party body per ISO/IEC 17067 is required. Suppliers must maintain a technical file including a Supplier Declaration of Conformity, risk assessment, and certificate of origin. Products must bear conformity marks, and documentation must be retained for 10 years. The regulation was approved in 2017 and amended in 2022.

---",,,,,,,,,,,,,
REG-058,regulation,Technical Regulation for Building Materials - Part 2: Insulation Materials and Cladding Materials for Buildings,اللائحة الفنية لمواد البناء - الجزء الثاني: مواد العزل ومواد التكسية للمباني,"This Technical Regulation (م.إ-١٥٦-١٦-٠٤-٠٢), issued by SASO (Second Edition, Amendment 1, published 14 January 2022), establishes mandatory requirements for insulation materials and cladding materials used in buildings in Saudi Arabia. It covers a broad range of products including thermal, acoustic and waterproofing insulation, and building cladding systems, excluding tiles, ceramics, marble, natural/artificial stone and paints. Suppliers must ensure products meet essential requirements for fire safety, hygiene/health/environment, noise protection, energy efficiency, and sustainable resource use, and comply with the referenced technical standards listed in Annex 1. Conformity assessment follows two tracks: cladding materials require the Saudi Quality Mark, while all other products require Type 3 certification per ISO/IEC 17067 from an SASO-accepted CAB. Products with Saudi Quality Mark or equivalent are deemed compliant. A technical file including a Declaration of Conformity and risk assessment document must accompany all products. Regulation also establishes obligations for regulatory authorities at ports/factories and market surveillance authorities, including powers to withdraw non-conforming products and impose penalties under the Anti-Commercial Fraud Law.

---",,,,,,,,,,,,,
